fid,ID,indNomencl,metodoProd,mi,nome,orgaoEdito,tipoCarta,anoRestitu,anoReambul,anoVoo,areaFolha,latLimNort,latLimSul,longLimLes,longLimOes,recursoOff,recursoOnL,uf,declinacao,datumHoriz,datumVerti,meridianoC,sistemaPro,anoEdicao,numEdicao,anoImpress,numImpress,geoPdf,pdf,metadadoIm,PRIMARYIND
348,322,SF-21-X-D-V,Restituição fotogramétrica,"2658",RIO BRILHANTE,DSG,Topográfica,"1971",1967 e 1968,1965 e 1966,"2863.469","-21.500","-22.000",,,,,MS,Em 1969 08° 54' (Cresce 10' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1972","1","1998","4",Nã,Nã,Não se aplic,348
349,323,SF-21-X-D-VI,Restituição fotogramétrica,"2659",AROEIRA,DSG,Topográfica,"1970","1967","1965","2863.469","-21.500","-22.000",,,,,MS,"Em 1990 13° 13' (Cresce 8,8' ao ano)",Córrego Alegre,Imbituba-SC,"-57",UTM,"1971","1","1990","2",Nã,Nã,Não se aplic,349
350,324,SF-22-V-C-IV,Restituição fotogramétrica,"2660",SANTA SOFIA,DSG,Topográfica,"1973","1973","1965","2863.469","-21.500","-22.000",,,,,MS,Em 1972 10° 05' (Cresce 10' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1980","1","1980","2",Nã,Nã,Não se aplic,350
351,325,SF-22-V-C-V,Restituição fotogramétrica,"2661",DOURADINHO,DSG,Topográfica,"1973","1972","1965","2863.469","-21.500","-22.000",,,,,MS,Em 1972 10° 28' (Cresce 10' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1974","1","1974","1",Nã,Nã,Não se aplic,351
352,326,SF-22-V-C-VI,Restituição fotogramétrica,"2662",GUARANI,DSG,Topográfica,"1973","1973","1965","2863.469","-21.500","-22.000",,,,,MS,Em 1972 10° 56' (Cresce 10' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1981","1","1981","2",Nã,Nã,Não se aplic,352
353,327,SF-22-V-D-IV,Restituição fotogramétrica,"2663",PRESIDENTE EPITÁCIO,DSG,Topográfica,"1973","1973","1965","2863.469","-21.500","-22.000",,,,,SP_MS,Em 1972 11° 22' (Cresce 10' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1981","1","1981","2",Nã,Nã,Não se aplic,353
354,328,SF-21-Y-B-I,Restituição fotogramétrica,2685-B,FOZ DO RIO APA,DSG,Topográfica,"1973","1972","1966","2853.623","-22.000","-22.500",,,,,MS,Em 1971 07° 02' (Cresce 10' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1984","1","1984","2",Nã,Nã,Não se aplic,354
355,329,SF-21-Y-B-II,Restituição fotogramétrica,"2686",FOZ DO RIO APA,DSG,Topográfica,"1973","1972","1966","2853.623","-22.000","-22.500",,,,,MS,Em 1971 07° 02' (Cresce 10' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1984","1","1984","2",Nã,Nã,Não se aplic,355
356,330,SF-21-Y-B-III,Restituição fotogramétrica,"2687",CARACOL,DSG,Topográfica,"1973","1972","1966","2853.623","-22.000","-22.500",,,,,MS,Em 1990 10° 33' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1973","1","1990","2",Nã,Nã,Não se aplic,356
357,331,SF-21-Z-A-I,Restituição fotogramétrica,"2688",BELA VISTA,DSG,Topográfica,"1973","1972","1966","2853.623","-22.000","-22.500",,,,,MS,Em 1990 11° 02' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1973","1","1990","2",Nã,Nã,Não se aplic,357
358,332,SF-21-Z-A-II,Restituição fotogramétrica,"2689",CAMPESTRE,DSG,Topográfica,"1973","1972","1966","2853.623","-22.000","-22.500",,,,,MS,Em 1971 08° 10' (Cresce 10' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1973","1","1973","1",Nã,Nã,Não se aplic,358
359,333,SA-22-X-C-I,Restituição fotogramétrica,"0379",ANTÔNIO LEMOS,IBGE,Topográfica,"1984","1983","1981","3076.567","-0.9999994","-1.4999998","-50.500000","-51.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PA,Em 1984 -16° 50' (Cresce -6' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1984","1","1984","1",Nã,Sim,Sim,359
360,334,SA-22-X-C-II,Restituição fotogramétrica,"0380",SÃO MIGUEL DOS MACACOS,IBGE,Topográfica,"1984","1983","1981","3076.567","-0.9999991","-1.4999998","-50.000000","-50.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PA,Em 1984 -17° 08' (Cresce -6' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1984","1","1984","1",Nã,Sim,Sim,360
361,335,SA-22-X-C-III,Restituição fotogramétrica,"0381",RIO PRACUÚBA,IBGE,Topográfica,"1984","1983","1981","3076.567","-0.9999991","-1.4999998","-49.500000","-50.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PA,Em 1984 -17° 22' (Cresce - 5' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1984","1","1984","1",Nã,Sim,Sim,361
362,336,SA-22-X-D-I,Restituição fotogramétrica,"0382",VILA MARIAI,IBGE,Topográfica,"1984","1983","1982","3076.567","-0.9999993","-1.4999999","-49.000000","-49.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PA,Em 1984 -17° 83' (Cresce -6' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1984","1","1984","1",Nã,Sim,Sim,362
363,337,SA-22-X-D-II,Restituição fotogramétrica,"0383",CACHOEIRA DO ARARI,IBGE,Topográfica,"1984","1983","1982","3076.567","-0.9999991","-1.4999997","-48.500000","-49.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,PA,Em 1984 -17° 38' (Cresce -6' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1984","1","1984","1",Nã,Sim,Sim,363
364,338,SA-21-X-C-IV,Restituição fotogramétrica,"0418",SÃO FRANCISCO DAS CHAGAS,IBGE,Topográfica,"1983","1981","1979","3075.883","-1.4999992","-1.9999995","-56.499999","-56.999999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,PA_AM,Em 1983 -13° 20' (Cresce -8' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1983","1","1983","1",Nã,Nã,Sim,364
365,339,SA-21-X-C-V,Restituição fotogramétrica,"0419",LAGOA DE SAPUCUÁ,IBGE,Topográfica,"1983","1981","1979","3075.883","-1.4999994","-1.9999998","-55.999999","-56.499999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PA,Em 1983 -13° 44' (Cresce -8' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1983","1","1983","1",Nã,Sim,Sim,365
366,340,SA-21-X-C-VI,Restituição fotogramétrica,"0420",ÓBIDOS,IBGE,Topográfica,"1983","1981","1979","3075.883","-1.4999991","-1.9999996","-55.499999","-55.999999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PA,Em 1983 -13° 59' (Cresce -8' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1983","1","1983","1",Nã,Sim,Sim,366
367,341,SA-21-X-D-IV,Restituição fotogramétrica,"0421",CURUÁ,IBGE,Topográfica,"1988","1987","1979","3075.883","-1.4999992","-1.9999995","-54.999999","-55.499999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PA,"Em 1988 -15° 08' (Cresce -8,5' ao ano)",SAD69,Imbituba-SC,"-57",UTM,"1988","1","1988","1",Nã,Sim,Sim,367
368,342,SA-21-X-D-V,Restituição fotogramétrica,"0422",ALENQUER,IBGE,Topográfica,"1988","1987","1979","3075.883","-1.4999991","-1.9999995","-54.499999","-54.999999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PA,Em 1988 -15° 24' (Cresce -8' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1988","1","1988","1",Nã,Sim,Sim,368
369,343,SA-21-X-D-VI,Restituição fotogramétrica,"0423",INGLÊS DE SOUZA,IBGE,Topográfica,"1988","1987","1979","3075.883","-1.4999994","-1.9999998","-54","-54.499999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PA,Em 1988 -15° 41' (Cresce -8' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1988","1","1988","1",Nã,Sim,Sim,369
370,344,SA-22-V-C-IV,Restituição fotogramétrica,"0424",JUTUARANA,IBGE,Topográfica,"1988","1987","1985","3075.883","-1.4999994","-1.9999998","-53.500000","-54","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PA,Em 1988 -15° 58' (Cresce -8' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1988","1","1988","1",Nã,Sim,Sim,370
371,345,SA-22-V-C-V,Restituição fotogramétrica,"0425",PRAINHA,IBGE,Topográfica,"1988","1987","1985","3075.883","-1.4999991","-1.9999995","-53.000000","-53.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PA,Em 1988 -15° 24' (Cresce -8' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1988","1","1988","1",Nã,Sim,Sim,371
372,346,SA-22-X-C-IV,Restituição fotogramétrica,"0430",PORTEL,IBGE,Topográfica,"1984","1983","1981","3075.883","-1.4999993","-1.9999994","-50.500000","-51.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PA,Em 1984 -16° 47' (Cresce -6' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1984","1","1984","1",Nã,Sim,Sim,372
373,347,SA-22-X-C-V,Restituição fotogramétrica,"0431",BREVES,IBGE,Topográfica,"1984","1983","1981","3075.883","-1.4999990","-1.9999996","-50.000000","-50.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PA,Em 1984 -17° 04' (Cresce -6' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1984","1","1984","1",Nã,Sim,Sim,373
374,348,SA-22-X-C-VI,Restituição fotogramétrica,"0432",SÃO SEBASTIÃO DA BOA VISTA,IBGE,Topográfica,"1984","1983","1981","3075.883","-1.4999990","-1.9999998","-49.500000","-50.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,PA,Em 1984 -17° 22' (Cresce -6' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1984","1","1984","1",Nã,Nã,Sim,374
375,349,SA-22-X-D-IV,Restituição fotogramétrica,"0433",MUANÁ,IBGE,Topográfica,"1984","1983","1982","3075.883","-1.4999992","-1.9999996","-49.000000","-49.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,PA,Em 1984 -17° 18' (Cresce -6' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1984","1","1984","1",Nã,Sim,Sim,375
376,350,SA-22-X-D-V,Restituição fotogramétrica,"0434",ABAETETUBA,IBGE,Topográfica,"1984","1983","1982","3075.883","-1.4999991","-1.9999999","-48.500000","-49.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,PA,Em 1984 -17° 35' (Cresce -6' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1984","1","1984","1",Nã,Sim,Sim,376
377,351,SA-20-Z-A-III,Restituição fotogramétrica,"0460",RIO CARABINANI,IBGE,Topográfica,"1986","1984","1980","3074.971","-2.000","-2.500","-61.499999","-61.999999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,AM,Em 1986 -09° 30' (Cresce -7' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1986","1","1986","1",Nã,Sim,Sim,377
378,352,SA-20-Z-A-VI,Restituição fotogramétrica,"0514",RIO MANACAPURU,IBGE,Topográfica,"1986","1984","1980","3073.831","-2.4999992","-2.9999997","-61.499999","-61.999999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,AM,Em 1986 -09° 28' (Cresce -7' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1986","1","1986","1",Nã,Sim,Sim,378
379,353,SA-20-Y-D-III,Restituição fotogramétrica,"0572",RIO BADAJÓS,IBGE,Topográfica,"1986","1984","1980","3072.463","-2.9999991","-3.4999998","-62.999999","-63.499999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,AM,Em 1987 -09° 28' 11'' (Cresce -10' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1987","1","1987","1",Nã,Sim,Sim,379
380,354,SA-20-Z-C-I,Restituição fotogramétrica,"0573",LAGO BADAJÓS,IBGE,Topográfica,"1986","1984","1980","3072.463","-2.9999991","-3.4999999","-62.499999","-62.999999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,AM,Em 1987 -09° 48' (Cresce -10' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1987","1","1987","1",Nã,Sim,Sim,380
381,355,SA-20-Z-C-II,Restituição fotogramétrica,"0574",IGARAPÉ ARAÇATUBA,IBGE,Topográfica,"1986","1984","1980","3072.463","-2.9999993","-3.4999999","-61.999999","-62.499999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,AM,Em 1987 -10° 13' (Cresce -10' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1987","1","1987","1",Nã,Sim,Sim,381
382,356,SA-20-Z-C-IV,Restituição fotogramétrica,"0636",VILA TROCARIS,IBGE,Topográfica,"1986","1984","1980","3070.867","-3.4999992","-4.0000022","-62.499999","-62.999999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,AM,Em 1987 -09° 46' (Cresce -10' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1987","1","1987","1",Nã,Sim,Sim,382
383,357,SA-20-Z-C-V,Restituição fotogramétrica,"0637",CODAJÁS,IBGE,Topográfica,"1986","1984","1980","3070.867","-3.4999992","-4.0000021","-61.999999","-62.499999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,AM,Em 1987 -10° 09' (Cresce -10' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1987","1","1987","1",Nã,Sim,Sim,383
384,362,SB-20-V-B-III,Restituição fotogramétrica,"0702",COARI,IBGE,Topográfica,"1986","1984","1980","3069.044","-3.9999993","-4.4999997","-62.999999","-63.499999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,AM,Em 1987 -08° 24' (Cresce -8' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1987","1","1987","1",Nã,Sim,Sim,384
385,363,SB-20-X-A-I,Restituição fotogramétrica,"0703",LAGO DO SALSA,IBGE,Topográfica,"1986","1984","1980","3069.044","-3.9999992","-4.4999998","-62.499999","-62.999999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,AM,Em 1986 -08° 38' (Cresce -8' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1986","1","1986","1",Nã,Nã,Sim,385
386,364,SB-20-X-A-II,Restituição fotogramétrica,"0704",LAGO AIAPUÁ,IBGE,Topográfica,"1986","1984","1980","3069.044","-3.9999996","-4.4999999","-61.999999","-62.499999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,AM,Em 1987 -09° 08' (Cresce -8' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1987","1","1987","1",Nã,Sim,Sim,386
387,365,SB-20-X-A-III,Restituição fotogramétrica,"0705",PARICATUBA,IBGE,Topográfica,"1986","1984","1980","3069.044","-3.9999993","-4.4999997","-61.499999","-61.999999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,AM,Em 1986 -05° 22' (Cresce -8' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1986","1","1986","1",Nã,Sim,Sim,387
388,366,SB-20-X-B-I,Restituição fotogramétrica,"0706",MALOCA BARRIGUDO,IBGE,Topográfica,"1984","1981","1980","3069.044","-3.9999992","-4.4999996","-60.999999","-61.499999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,AM,Em 1985 -09° 34' (Cresce -8' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1985","1","1985","1",Nã,Sim,Sim,388
389,367,SB-20-X-B-II,Restituição fotogramétrica,"0707",RIO TUPANA,IBGE,Topográfica,"1984","1981","1980","3069.044","-3.9999993","-4.4999995","-60.499999","-60.999999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,AM,Em 1985 -09° 55' (Cresce -8' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1985","1","1985","1",Nã,Sim,Sim,389
390,368,SB-20-X-B-III,Restituição fotogramétrica,"0708",RIO PRETO DO IGAPÓ-AÇU,IBGE,Topográfica,"1984","1981","1980","3069.044","-3.9999991","-4.4999999","-59.999998","-60.499999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,AM,Em 1985 -10° 17' (Cresce -8' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1985","1","1985","1",Nã,Sim,Sim,390
391,369,SB-21-V-A-I,Restituição fotogramétrica,"0709",BORBA,IBGE,Topográfica,"1985","1981","1980","3069.044","-3.9999992","-4.4999996","-59.499999","-59.999999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,AM,"Em 1988 -11° 58' (Cresce -9,5' ao ano)",SAD69,Imbituba-SC,"-57",UTM,"1988","1","1988","1",Nã,Sim,Sim,391
392,370,SB-21-V-A-II,Restituição fotogramétrica,"0710",AXINIM,IBGE,Topográfica,"1985","1981","1980","3069.044","-3.9999993","-4.4999998","-58.999999","-59.499999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,AM,"Em 1988 -12° 19' (Cresce -9,5' ao ano)",SAD69,Imbituba-SC,"-57",UTM,"1988","1","1988","1",Nã,Sim,Sim,392
393,371,SB-21-V-A-III,Restituição fotogramétrica,"0711",RIO ABACAXIS,IBGE,Topográfica,"1985","1981","1980","3069.044","-3.9999993","-4.4999998","-58.499999","-58.999999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,AM,"Em 1988 -12° 39' (Cresce -9,5' ao ano)",SAD69,Imbituba-SC,"-57",UTM,"1988","1","1988","1",Nã,Nã,Sim,393
394,372,SB-22-V-A-I,Restituição fotogramétrica,"0721",RIO URUARÁ,IBGE,Topográfica,"1984","1983","1982","3069.044","-3.9999991","-4.4999999","-53.500000","-54","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PA,Em 1986 -14° 44' (Cresce -7' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1985","1","1985","1",Nã,Sim,Sim,394
395,373,SB-22-V-A-II,Restituição fotogramétrica,"0722",IGARAPÉ MOÇORÓ,IBGE,Topográfica,"1984","1983","1980","3069.044","-3.9999993","-4.4999999","-53.000000","-53.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,PA,Em 1985 -15° 01' (Cresce -7' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1985","1","1985","1",Nã,Sim,Sim,395
396,374,SB-22-V-B-VI,Restituição fotogramétrica,"0796",ALDEIA BACAJÁ,IBGE,Topográfica,"1984","1983","1980","3066.993","-4.4999992","-4.9999997","-51.000000","-51.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,PA,Em 1985 -16° 08' (Cresce -6' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1985","1","1985","1",Nã,Sim,Sim,396
397,375,SB-20-X-D-I,Restituição fotogramétrica,"0849",IGARAPÉ PEQUIÁ,IBGE,Topográfica,"1984","1981","1980","3064.714","-4.9999994","-5.4999998","-60.999999","-61.499999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,AM,Em 1985 -09° 24' (Cresce -8' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1985","1","1985","1",Nã,Sim,Sim,397
398,376,SB-21-V-C-I,Restituição fotogramétrica,"0852",IGARAPÉ MUNGUBA,IBGE,Topográfica,"1985","1981","1980","3064.714","-4.9999993","-5.4999999","-59.499999","-59.999999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,AM,"Em 1988 -11° 48' (Cresce -9,5' ao ano)",SAD69,Imbituba-SC,"-57",UTM,"1988","1","1988","1",Nã,Sim,Sim,398
399,377,SB-21-V-C-II,Restituição fotogramétrica,"0853",RIO PACOVÁ,IBGE,Topográfica,"1985","1981","1980","3064.714","-4.9999992","-5.4999999","-58.999999","-59.499999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,AM,"Em 1988 -12° 08' (Cresce -9,5' ao ano)",SAD69,Imbituba-SC,"-57",UTM,"1988","1","1988","1",Nã,Sim,Sim,399
400,378,SB-21-V-C-III,Restituição fotogramétrica,"0854",IGARAPÉ DOS BOTOS,IBGE,Topográfica,"1985","1981","1980","3064.714","-4.9999991","-5.4999999","-58.499999","-58.999999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,AM,"Em 1988 -12° 31' (Cresce -9,5' ao ano)",SAD69,Imbituba-SC,"-57",UTM,"1988","1","1988","1",Nã,Sim,Sim,400
401,379,SB-21-X-D-I,Restituição fotogramétrica,"0861",RIOZINHO DO ANFRÍSIO,IBGE,Topográfica,"1984","1983","1980","3064.714","-4.9999995","-5.4999998","-54.999999","-55.499999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PA,Em 1985 -13° 35' (Cresce -7' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1985","1","1985","1",Nã,Sim,Sim,401
402,380,SB-21-X-D-II,Restituição fotogramétrica,"0862",IGARAPÉ DO PEREIRA,IBGE,Topográfica,"1984","1983","1980","3064.714","-4.9999996","-5.4999999","-54.499999","-54.999999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PA,Em 1985 -13° 54' (Cresce -7' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1985","1","1985","1",Nã,Sim,Sim,402
403,381,SB-21-X-D-III,Restituição fotogramétrica,"0863",RIO CARAJARI,IBGE,Topográfica,"1984","1983","1980","3064.714","-4.9999993","-5.4999999","-54","-54.499999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PA,Em 1985 -14° 15' (Cresce -7' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1985","1","1985","1",Nã,Sim,Sim,403
404,382,SB-22-V-C-I,Restituição fotogramétrica,"0864",IGARAPÉ ENCRAVADO,IBGE,Topográfica,"1983","1982","1980","3064.714","-4.9999993","-5.4999999","-53.500000","-54","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PA,Em 1983 -14° 32' (Cresce -8' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1983","1","1983","1",Nã,Sim,Sim,404
405,383,SB-22-V-C-II,Restituição fotogramétrica,"0865",IGARAPÉ PILÃO,IBGE,Topográfica,"1983","1982","1980","3064.714","-4.9999996","-5.4999999","-53.000000","-53.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PA,Em 1983 -14° 49' (Cresce -8' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1983","1","1983","1",Nã,Sim,Sim,405
406,384,SB-22-V-C-III,Restituição fotogramétrica,"0866",IGARAPÉ CANAFÍSTULA,IBGE,Topográfica,"1983","1982","1980","3064.714","-4.9999995","-5.4999998","-52.500000","-53.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PA,Em 1983 -15° 09' (Cresce -8' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1983","1","1983","1",Nã,Sim,Sim,406
