fid,ID,indNomencl,metodoProd,mi,nome,orgaoEdito,tipoCarta,anoRestitu,anoReambul,anoVoo,areaFolha,latLimNort,latLimSul,longLimLes,longLimOes,recursoOff,recursoOnL,uf,declinacao,datumHoriz,datumVerti,meridianoC,sistemaPro,anoEdicao,numEdicao,anoImpress,numImpress,geoPdf,pdf,metadadoIm,PRIMARYIND,Escala
356,328,SF-22-Z-A,Compilação,"486",MARÍLIA,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2853.623","-22.000","-23.000","-49.500","-51.000",,,PR_SP,Em 1979 13° 47' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1979","1","1979","1",Nã,Sim,Não,356,250000
357,329,SF-22-Z-B,Compilação,"487",BAURU,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2853.623","-22.000","-23.000","-48.000","-49.500",,,SP,Em 1993 -17° 25' (Cresce -7' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1979","2","1993","2",Nã,Sim,Não,357,250000
358,330,SF-23-Y-A,Compilação,"488",CAMPINAS,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2853.623","-22.000","-23.000","-46.500","-48.000",,,MG_SP,"Em 1993 -18° 26' (Cresce -6,5' ao ano)",Córrego Alegre,Imbituba-SC,"-45",UTM,"1980","2","1993","2",Nã,Sim,Não,358,250000
359,331,SF-23-Y-B,Compilação,"489",GUARATINGUETÁ,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2853.623","-22.000","-23.000","-45.000","-46.500",,,MG_SP,Em 1976 16° 38' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1976","2","1985","2",Nã,Sim,Não,359,250000
360,332,SG-23-V-A,Compilação,"508",IGUAPE,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2812.095","-24.000","-25.000","-46.500","-48.000",,,SP,Em 1978 15° 50' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1979","1","1979","1",Nã,Sim,Não,360,250000
361,333,SG-23-V-B,Compilação,"509",SANTOS,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2812.095","-24.000","-25.000","-45.000","-46.500",,,SP,Em 1976 16° 30' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1976","2","1988","2",Nã,Sim,Não,361,250000
362,334,SG-21-X-D,Compilação,"510",FOZ DO IGUAÇU,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2790.055","-25.000","-26.000","-54.000","-55.500",,,PR,"Em 1992 11° 50' (Cresce 7,7' ao ano)",Informação em levantamento,Informação em levantamento,"-57",UTM,"1980","3","1997","3",Nã,Nã,Não se aplic,362,250000
363,335,SG-22-V-C,Compilação,"511",GUARANIAÇU,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2790.055","-25.000","-26.000","-52.500","-54.000",,,PR,"Em 1995 13° 28' (Cresce 7,6' ao ano)",Informação em levantamento,Informação em levantamento,"-51",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,363,250000
364,336,SG-22-V-D,Compilação,"512",GUARAPUAVA,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2790.055","-25.000","-26.000","-51.000","-52.500",,,PR,Em 1981 12° 48' (Cresce 10' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1982","1","1982","1",Nã,Nã,Não se aplic,364,250000
365,337,SG-22-X-C,Compilação,"513",PONTA GROSSA,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2790.055","-25.000","-26.000","-49.500","-51.000",,,PR,Em 1983 -13° 45' (Cresce -9' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1983","1","1983","1",Nã,Nã,Não,365,250000
366,338,SG-22-X-D,Compilação,"514",CURITIBA,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2790.055","-25.000","-26.000","-48.000","-49.500",,,PR_SC_SP,Em 1983 -15° 08' (Cresce -9' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1983","1","1983","1",Nã,Nã,Não,366,250000
367,339,SG-23-V-C,Compilação,"515",CURITIBA,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2790.055","-25.000","-26.000","-46.500","-48.000",,,SP,Em 1983 -15° 08' (Cresce -9' ao ano),SAD69,Imbituba-SC,"-45",UTM,"1983","1","1983","1",Nã,Nã,Não,367,250000
368,340,SG-22-Y-A,Compilação,"516",PATO BRANCO,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2767.171","-26.000","-27.000","-52.500","-54.000",,,PR_SC,"Em 1980 11° 14' 23"" (Cresce 9' ao ano)",Informação em levantamento,Informação em levantamento,"-51",UTM,"1980","3","1997","3",Nã,Nã,Não se aplic,368,250000
369,341,SG-22-Y-B,Informação em levantamento,"517",CLEVELÂNDIA,DSG,Topográfica,Informação em levantamento,Informação em levantamento,Informação em levantamento,"2767.171","-26.000","-27.000","-51.000","-52.500",,,PR_SC,Informação em levantamento,Informação em levantamento,Imbituba-SC,"-51",UTM,"1963","1","1963","1",Nã,Nã,Não se aplic,369,250000
370,342,SG-22-Z-A,Compilação,"518",MAFRA,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2767.171","-26.000","-27.000","-49.500","-51.000",,,PR_SC,Em 1981 13° 48' (Cresce 10' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1982","1","1982","1",Nã,Nã,Não se aplic,370,250000
371,343,SG-22-Z-B,Compilação,"519",JOINVILLE,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2767.171","-26.000","-27.000","-48.000","-49.500",,,PR_SC,Em 1983 -14° 53' (Cresce -9' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1983","1","1983","1",Nã,Sim,Não,371,250000
372,344,SG-21-Z-D,Compilação,"520",SANTA ROSA,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2743.45","-27.000","-28.000","-54.000","-55.500",,,RS,"Em 1979 09° 29' (Cresce 8,8' ao ano)",Informação em levantamento,Informação em levantamento,"-57",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,372,250000
373,345,SG-22-Y-C,Compilação,"521",CHAPECÓ,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2743.45","-27.000","-28.000","-52.500","-54.000",,,SC_RS,Em 1979 10° 45' (Cresce 9'ao ano),Córrego Alegre,Tôrres-RS,"-51",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,373,250000
374,346,SG-22-Y-D,Compilação,"522",ERECHIM,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2743.45","-27.000","-28.000","-51.000","-52.500",,,SC_RS,Em 1993 13° 48' (Cresce 9'ao ano),SAD69,Imbituba-SC,"-51",UTM,"1981","1","1981","1",Nã,Nã,Não se aplic,374,250000
375,347,SG-22-Z-C,Compilação,"523",LAGES,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2743.45","-27.000","-28.000","-49.500","-51.000",,,SC_RS,Em 1981 13° 30' (Cresce 10' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1982","1","1982","1",Nã,Nã,Não se aplic,375,250000
376,348,SH-22-Y-B,Compilação,"541",PORTO ALEGRE,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2667.32","-30.000","-31.000","-51.000","-52.500",,,RS,Em 1995 13° 05' (Cresce 9' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1985","1","1985","1",Nã,Nã,Não se aplic,376,250000
377,349,SH-22-Z-A,Compilação,"542",CIDREIRA E MOSTARDAS,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2667.32","-30.000","-31.000","-49.500","-51.000",,,RS,Em 1991 10° 18' (Cresce 9' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1981","1","1981","1",Nã,Nã,Não se aplic,377,250000
378,350,SH-21-Z-C,Compilação,"543",COXILHA NEGRA,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2640.309","-31.000","-32.000","-55.500","-57.000",,,RS,Em 1980 06° 27' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,378,250000
379,351,SH-21-Z-D,Compilação,"544",BAJÉ,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2640.309","-31.000","-32.000","-54.000","-55.500",,,RS,"Em 1992 11° 12' (Cresce 7,8' ao ano)",Córrego Alegre,Imbituba-SC,"-57",UTM,"1983","1","1983","1",Nã,Nã,Não se aplic,379,250000
380,352,SH-22-Y-C,Compilação,"545",PEDRO OSORIO,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2640.309","-31.000","-32.000","-52.500","-54.000",,,RS,"Em 1995 11° 18' (Cresce 8,5' ao ano)",Córrego Alegre,Imbituba-SC,"-51",UTM,"1981","1","1981","1",Nã,Nã,Não se aplic,380,250000
381,353,SH-22-Y-D,Compilação,"546",PELOTAS,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2640.309","-31.000","-32.000","-51.000","-52.500",,,RS,"Em 1981 10° 39' (Cresce 0,9' ao ano)",SAD69,Imbituba-SC,"-51",UTM,"1982","1","1982","1",Nã,Nã,Não se aplic,381,250000
382,354,SH-22-Z-C,Compilação,"547",CIDREIRA E MOSTARDAS,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2640.309","-31.000","-32.000","-49.500","-51.000",,,RS,Em 1991 10° 18' (Cresce 9' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1981","1","1981","1",Nã,Nã,Não se aplic,382,250000
383,355,SI-22-V-A,Compilação,"548",JAGUARÃO,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2612.492","-32.000","-33.000","-52.500","-54.000",,,RS,"Em 1980 08° 44' (Cresce 8,2' ao ano)",Córrego Alegre,Imbituba-SC,"-51",UTM,"1981","1","1981","1",Nã,Nã,Não se aplic,383,250000
384,362,SE-21-X-C,Compilação,"418",ILHA CAMARGO,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2942.327","-17.000","-18.000","-55.500","-57.000",,,MS_MT,Em 1982 11° 10' (Cresce 10' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1982","1","1982","1",Nã,Nã,Não se aplic,384,250000
385,363,SE-21-X-D,Compilação,"419",ITIQUIRA,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2942.327","-17.000","-18.000","-54.000","-55.500",,,MS_MT,Em 1982 12° 27' (Cresce 10' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1982","1","1982","1",Nã,Nã,Não se aplic,385,250000
386,364,SE-22-V-C,Compilação,"420",MINEIROS,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2942.327","-17.000","-18.000","-52.500","-54.000",,,GO_MS_MT,Em 1979 12° 45' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1979","1","1979","1",Nã,Nã,Não,386,250000
387,365,SE-22-V-D,Compilação,"421",JATAÍ,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2942.327","-17.000","-18.000","-51.000","-52.500",,,GO,Em 1982 -14° 20' (Cresce -9' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1982","1","1982","1",Nã,Sim,Não,387,250000
388,366,SE-22-X-C,Compilação,"422",RIO VERDE,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2942.327","-17.000","-18.000","-49.500","-51.000",,,GO,Em 1983 -15° 37' (Cresce -9' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1983","1","1983","1",Nã,Sim,Não,388,250000
389,367,SE-22-X-D,Compilação,"423",MORRINHOS,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2942.327","-17.000","-18.000","-48.000","-49.500",,,GO,Em 1980 -16° 06' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1980","1","1980","1",Nã,Sim,Não,389,250000
390,368,SE-23-V-C,Compilação,"424",PARACATU,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2942.327","-17.000","-18.000","-46.500","-48.000",,,GO_MG,Em 1980 -17° 21' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1980","1","1980","1",Nã,Sim,Não,390,250000
391,369,SE-23-V-D,Compilação,"425",JOÃO PINHEIRO,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2942.327","-17.000","-18.000","-45.000","-46.500",,,MG,Em 1980 -18° 08' (Cresce -8' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1980","1","1980","1",Nã,Sim,Não,391,250000
392,370,SE-23-X-C,Compilação,"426",PIRAPORA,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2942.327","-17.000","-18.000","-43.500","-45.000",,,MG,Em 1980 -18° 58' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1980","1","1980","1",Nã,Nã,Não,392,250000
393,371,SE-23-X-D,Compilação,"427",CAPELINHA,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2942.327","-17.000","-18.000","-42.000","-43.500",,,MG,Em 1985 -20° 22' (Cresce -7' ao ano),SAD69,Imbituba-SC,"-45",UTM,"1985","1","1985","1",Nã,Nã,Não,393,250000
394,372,SE-24-V-C,Compilação,"428",TEÓFILO OTONI,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2942.327","-17.000","-18.000","-40.500","-42.000",,,BA_ES_MG,Em 1985 -21° 12' (Cresce -6' ao ano),SAD69,Imbituba-SC,"-39",UTM,"1985","1","1985","1",Nã,Nã,Não,394,250000
395,373,SE-22-Y-D,Compilação,"447",PARANAÍBA,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2909.459","-19.000","-20.000","-51.000","-52.500",,,GO_MG_MS,Em 1983 -13° 23' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1979","1","1979","1",Nã,Nã,Não,395,250000
396,374,SE-22-Z-C,Compilação,"448",ITURAMA,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2909.459","-19.000","-20.000","-49.500","-51.000",,,GO_MG_MS_SP,Informação em levantamento,Córrego Alegre,Imbituba-SC,"-51",UTM,"1979","1","1979","1",Nã,Nã,Não,396,250000
397,375,SE-22-Z-D,Compilação,"449",PRATA,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2909.459","-19.000","-20.000","-48.000","-49.500",,,MG_SP,Em 1979 -15° 04' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1979","1","1979","1",Nã,Sim,Não,397,250000
398,376,SE-23-Y-C,Compilação,"450",UBERABA,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2909.459","-19.000","-20.000","-46.500","-48.000",,,MG_SP,Em 1979 -16° 46' (Cresce 9' ao ano),SAD69,Imbituba-SC,"-45",UTM,"1979","1","1979","1",Nã,Nã,Não,398,250000
399,377,SE-23-Y-D,Compilação,"451",BOM DESPACHO,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2909.459","-19.000","-20.000","-45.000","-46.500",,,MG,Em 1979 -17° 47' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1979","1","1979","1",Nã,Sim,Não,399,250000
400,378,SF-22-X-A,Compilação,"461",VOTUPORANGA,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2891.714","-20.000","-21.000","-49.500","-51.000",,,MG_SP_MS,Em 1981 -14° 34' (Cresce -9' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1981","1","1981","1",Nã,Sim,Não,400,250000
401,379,SF-22-X-B,Compilação,"462",SÃO JOSÉ DO RIO PRETO,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2891.714","-20.000","-21.000","-48.000","-49.500",,,MG_SP,Em 1980 -15° 37' (Cresce -9' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1980","1","1980","1",Nã,Sim,Não,401,250000
402,380,SF-23-V-A,Compilação,"463",FRANCA,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2891.714","-20.000","-21.000","-46.500","-48.000",,,MG_SP,Em 1980 -16° 41' (Cresce -9' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1980","1","1980","1",Nã,Sim,Não,402,250000
403,381,SF-23-V-B,Compilação,"464",FURNAS,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2891.714","-20.000","-21.000","-45,000","-46.500",,,MG,Em 1979 17° 18' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1979","1","1979","1",Nã,Nã,Não,403,250000
404,382,SF-23-X-A,Compilação,"465",DIVINÓPOLIS,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2891.714","-20.000","-21.000","-43.500","-45.000",,,MG,Em 1979 18° 29' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1979","1","1979","1",Nã,Sim,Não,404,250000
405,383,SF-23-X-B,Compilação,"466",PONTE NOVA,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2891.714","-20.000","-21.000","-42.000","-43.500",,,MG_RJ,Em 1980 19° 28' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-45",UTM,"1980","1","1980","1",Nã,Sim,Não,405,250000
406,384,SF-24-V-A,Compilação,"467",CACHOEIRO DE ITAPEMIRIM,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2891.714","-20.000","-21.000","-40.500","-42.000",,,ES_MG_RJ,Em 1980 20° 30' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-39",UTM,"1980","1","1980","1",Nã,Sim,Não,406,250000
407,385,SF-23-Z-A,Compilação,"490",VOLTA REDONDA,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2853.623","-22.000","-23.000","-43.500","-45.000",,,MG_RJ_SP,Em 1976 17° 50' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1976","2","1988","2",Nã,Nã,Não,407,250000
408,386,SF-23-Z-B,Compilação,"491",RIO DE JANEIRO,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2853.623","-22.000","-23.000","-42.000","-43.500",,,MG_RJ,Em 1980 19° 22' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1980","1","1980","1",Nã,Nã,Não,408,250000
409,387,SF-24-Y-A,Compilação,"492",MACAÉ,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2853.623","-22.000","-23.000","-40.500","-42.000",,,RJ,Em 1979 18° 29' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-39",UTM,"1977","1","1977","1",Nã,Sim,Não,409,250000
410,388,SF-22-Y-C,Compilação,"495",UMUARAMA,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2833.286","-23.000","-24.000","-52.500","-54.000",,,MS_PR,Em 1978 10° 40' (Cresce 10' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1978","1","1978","1",Nã,Nã,Não,410,250000
411,389,SF-22-Y-D,Compilação,"496",LONDRINA,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2833.286","-23.000","-24.000","-51.000","-52.500",,,PR,Em 1977 11° 54' (Cresce 10' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1977","1","1977","1",Nã,Sim,Não,411,250000
412,390,SF-22-Z-C,Compilação,"497",CORNÉLIO PROCÓPIO,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2833.286","-23.000","-24.000","-49.500","-51.000",,,PR_SP,Em 1985 14° 26' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1984","2","1985","2",Nã,Nã,Não,412,250000
413,391,SF-22-Z-D,Compilação,"498",ITAPETININGA,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2833.286","-23.000","-24.000","-48.000","-49.500",,,PR_SP,Em 1982 -15° 18' (Cresce -9' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1982","1","1982","1",Nã,Nã,Não,413,250000
414,392,SF-23-Y-C,Compilação,"499",SÃO PAULO,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2833.286","-23.000","-24.000","-46.500","-48.000",,,SP,"Em 1981 -18° 03' (Cresce -6,5' ao ano)",SAD69,Imbituba-SC,"-45",UTM,"1983","2","1991","2",Nã,Nã,Não,414,250000
415,393,SF-23-Y-D,Compilação,"500",SANTOS,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2833.286","-23.000","-24.000","-45.000","-46.500",,,SP,Em 1976 16° 30' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1976","2","1988","2",Nã,Sim,Não,415,250000
416,394,SF-23-Z-C,Compilação,"501",ILHA GRANDE,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2833.286","-23.000","-24.000","-43.500","-45.000",,,RJ_SP,Em 1976 17° 37' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1976","2","1988","2",Nã,Sim,Não,416,250000
417,395,SF-23-Z-D,Compilação,"502",RIO DE JANEIRO,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2833.286","-23.000","-24.000","-42.000","-43.500",,,RJ,Em 1980 19° 22' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-45",UTM,"1980","1","1980","1",Nã,Nã,Não,417,250000
418,396,SG-21-X-B,Compilação,"503",GUAÍRA,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2812.095","-24.000","-25.000","-54.000","-55.500",,,MS_PR,"Em 1980 10° 32' 57"" (Cresce 9' ao ano)",Informação em levantamento,Imbituba-SC,"-57",UTM,"1960","1","1960","1",Nã,Nã,Não se aplic,418,250000
419,397,SG-22-V-A,Compilação,"504",CASCAVEL,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2812.095","-24.000","-25.000","-52.500","-54.000",,,PR,Em 1981 11° 52' (Cresce 10' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1982","1","1982","1",Nã,Nã,Não se aplic,419,250000
420,398,SG-22-V-B,Compilação,"505",CAMPO MOURÃO,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2812.095","-24.000","-25.000","-51.000","-52.500",,,PR,Em 1982 13° 00' (Cresce 10' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1982","1","1982","1",Nã,Nã,Não se aplic,420,250000
